InvoiceID;CustID;SalesDate;ProdID;Amt;Qty;ShippingMethod;ShippingCost;PaymentMethod;OrderMethod;OrderDate;discounted;Sales By
121;23;15/01/07;81;400;188;;;;;;0;TPC-W
121;23;15/01/07;102;129;65;;;;;;0;TPC-W
122;23;15/01/05;8;253;58;;;;;;0;TPC-W
123;12;19/10/05;32;192;176;;;;;;0;TPC-W
123;12;19/10/05;45;112;14;;;;;;0;TPC-W
124;12;19/10/06;7;242;46;;;;;;0;TPC-W
124;12;19/10/06;65;178;33;;;;;;0;TPC-W
125;12;19/10/09;56;278;119;;;;;;0;TPC-W
125;12;19/10/09;28;148;147;;;;;;0;TPC-W
125;12;19/10/09;84;158;136;;;;;;0;TPC-W
125;12;19/10/09;20;228;64;;;;;;0;TPC-W
126;12;19/10/08;42;210;200;;;;;;0;TPC-W
127;23;15/01/09;55;138;97;;;;;;0;TPC-W
128;22;13/03/10;95;397;101;;;;;;0;TPC-W
129;29;09/02/09;102;149;95;;;;;;0;TPC-W
130;16;28/03/08;99;369;46;;;;;;0;TPC-W
131;25;30/11/06;102;183;71;;;;;;0;TPC-W
132;10;25/10/08;75;381;93;;;;;;0;TPC-W
132;10;25/10/08;39;173;118;;;;;;0;TPC-W
133;10;25/10/09;80;371;161;;;;;;0;TPC-W
133;10;25/10/09;57;303;47;;;;;;0;TPC-W
133;10;25/10/09;54;221;137;;;;;;0;TPC-W
134;10;25/10/07;4;270;135;;;;;;0;TPC-W
134;10;25/10/07;102;149;145;;;;;;0;TPC-W
135;25;30/11/08;85;350;107;;;;;;0;TPC-W
136;16;28/03/05;60;137;124;;;;;;0;TPC-W
137;29;09/02/07;77;215;119;;;;;;0;TPC-W
137;29;09/02/07;32;163;97;;;;;;0;TPC-W
138;16;28/03/06;17;237;36;;;;;;0;TPC-W
138;16;28/03/06;82;395;129;;;;;;0;TPC-W
138;16;28/03/06;93;340;108;;;;;;0;TPC-W
138;16;28/03/06;38;311;173;;;;;;0;TPC-W
139;28;13/05/10;100;343;46;;;;;;0;TPC-W
140;34;19/01/07;59;348;22;;;;;;0;TPC-W
141;14;21/08/07;50;109;165;;;;;;0;TPC-W
142;34;19/01/06;35;392;115;;;;;;0;TPC-W
143;27;12/08/05;54;383;146;;;;;;0;TPC-W
143;27;12/08/05;27;171;75;;;;;;0;TPC-W
143;27;12/08/05;47;281;52;;;;;;0;TPC-W
143;27;12/08/05;81;334;184;;;;;;0;TPC-W
144;29;29/05/05;30;189;43;;;;;;0;TPC-W
145;29;29/05/06;103;112;86;;;;;;0;TPC-W
146;27;12/08/06;73;383;190;;;;;;0;TPC-W
146;27;12/08/06;26;185;44;;;;;;0;TPC-W
146;27;12/08/06;105;215;183;;;;;;0;TPC-W
147;15;08/10/08;46;309;192;;;;;;0;TPC-W
148;34;19/01/05;45;322;33;;;;;;0;TPC-W
148;34;19/01/05;81;255;200;;;;;;0;TPC-W
149;12;19/09/09;56;154;92;;;;;;0;TPC-W
150;15;08/10/05;16;312;47;;;;;;0;TPC-W
150;15;08/10/05;12;196;72;;;;;;0;TPC-W
151;12;19/09/05;75;143;123;;;;;;0;TPC-W
152;15;08/10/07;84;367;72;;;;;;0;TPC-W
152;15;08/10/07;50;179;161;;;;;;0;TPC-W
152;15;08/10/07;105;252;118;;;;;;0;TPC-W
153;37;09/10/07;8;142;11;;;;;;0;TPC-W
154;37;09/10/06;94;202;104;;;;;;0;TPC-W
154;37;09/10/06;23;234;80;;;;;;0;TPC-W
155;33;26/05/05;65;308;186;;;;;;0;TPC-W
156;33;26/05/06;98;114;195;;;;;;0;TPC-W
157;33;26/05/07;16;126;199;;;;;;0;TPC-W
157;33;26/05/07;77;142;37;;;;;;0;TPC-W
157;33;26/05/07;60;173;19;;;;;;0;TPC-W
158;11;26/09/09;84;355;173;;;;;;0;TPC-W
159;20;03/10/09;93;248;29;;;;;;0;TPC-W
160;33;26/05/09;87;237;182;;;;;;0;TPC-W
160;33;26/05/09;23;184;87;;;;;;0;TPC-W
161;34;19/01/08;31;283;133;;;;;;0;TPC-W
161;34;19/01/08;1;237;191;;;;;;0;TPC-W
162;5;28/09/10;59;292;166;;;;;;0;TPC-W
163;32;31/05/10;8;298;54;;;;;;0;TPC-W
164;8;26/12/09;51;212;90;;;;;;0;TPC-W
165;12;20/09/10;81;287;179;;;;;;0;TPC-W
166;39;27/11/06;25;215;144;;;;;;0;TPC-W
166;39;27/11/06;60;276;49;;;;;;0;TPC-W
166;39;27/11/06;52;154;32;;;;;;0;TPC-W
166;39;27/11/06;17;287;34;;;;;;0;TPC-W
166;39;27/11/06;42;230;119;;;;;;0;TPC-W
167;39;27/11/07;80;319;195;;;;;;0;TPC-W
168;39;27/11/08;37;267;74;;;;;;0;TPC-W
168;39;27/11/08;2;366;169;;;;;;0;TPC-W
168;39;27/11/08;49;351;100;;;;;;0;TPC-W
169;39;27/11/09;98;264;187;;;;;;0;TPC-W
170;26;26/06/09;50;377;113;;;;;;0;TPC-W
171;34;27/04/10;73;163;139;;;;;;0;TPC-W
171;34;27/04/10;99;167;103;;;;;;0;TPC-W
172;26;26/06/06;74;187;11;;;;;;0;TPC-W
172;26;26/06/06;40;175;56;;;;;;0;TPC-W
172;26;26/06/06;1;137;14;;;;;;0;TPC-W
172;26;26/06/06;16;352;29;;;;;;0;TPC-W
173;26;26/06/05;48;258;183;;;;;;0;TPC-W
174;6;18/09/07;35;115;64;;;;;;0;TPC-W
175;18;30/04/09;97;172;199;;;;;;0;TPC-W
176;3;15/07/10;51;284;44;;;;;;0;TPC-W
177;9;04/12/09;21;238;153;;;;;;0;TPC-W
178;23;08/02/10;72;223;29;;;;;;0;TPC-W
179;6;18/09/05;49;212;111;;;;;;0;TPC-W
179;6;18/09/05;3;330;144;;;;;;0;TPC-W
180;18;30/04/05;72;217;155;;;;;;0;TPC-W
181;18;30/04/07;12;101;122;;;;;;0;TPC-W
182;18;30/04/06;65;145;42;;;;;;0;TPC-W
182;18;30/04/06;25;210;171;;;;;;0;TPC-W
183;38;07/08/10;72;130;106;;;;;;0;TPC-W
183;38;07/08/10;60;305;97;;;;;;0;TPC-W
183;38;07/08/10;92;355;61;;;;;;0;TPC-W
184;31;09/11/05;92;313;22;;;;;;0;TPC-W
185;31;09/11/06;83;349;38;;;;;;0;TPC-W
185;31;09/11/06;71;116;19;;;;;;0;TPC-W
186;31;09/11/07;95;144;46;;;;;;0;TPC-W
187;31;05/03/05;91;188;164;;;;;;0;TPC-W
188;31;05/03/07;101;130;101;;;;;;0;TPC-W
188;31;05/03/07;33;244;152;;;;;;0;TPC-W
188;31;05/03/07;52;207;197;;;;;;0;TPC-W
188;31;05/03/07;104;394;73;;;;;;0;TPC-W
189;31;05/03/06;82;291;14;;;;;;0;TPC-W
190;31;05/03/09;77;395;21;;;;;;0;TPC-W
191;31;05/03/08;42;210;105;;;;;;0;TPC-W
192;31;09/11/08;96;392;75;;;;;;0;TPC-W
193;27;09/06/10;36;175;123;;;;;;0;TPC-W
194;10;26/08/08;9;235;161;;;;;;0;TPC-W
194;10;26/08/08;75;101;165;;;;;;0;TPC-W
195;23;21/03/09;74;169;79;;;;;;0;TPC-W
196;18;16/03/06;82;278;115;;;;;;0;TPC-W
197;10;26/08/05;54;143;77;;;;;;0;TPC-W
197;10;26/08/05;61;240;128;;;;;;0;TPC-W
198;23;21/03/06;88;117;77;;;;;;0;TPC-W
199;10;26/08/07;11;160;42;;;;;;0;TPC-W
199;10;26/08/07;54;315;130;;;;;;0;TPC-W
200;29;07/09/08;13;115;53;;;;;;0;TPC-W
201;29;07/09/09;55;298;148;;;;;;0;TPC-W
201;29;07/09/09;81;365;195;;;;;;0;TPC-W
201;29;07/09/09;34;142;47;;;;;;0;TPC-W
201;29;07/09/09;67;109;139;;;;;;0;TPC-W
202;32;29/03/06;94;332;113;;;;;;0;TPC-W
203;32;29/03/05;45;364;112;;;;;;0;TPC-W
203;32;29/03/05;6;219;101;;;;;;0;TPC-W
204;32;29/03/08;17;179;90;;;;;;0;TPC-W
205;32;29/03/09;42;310;57;;;;;;0;TPC-W
206;29;07/09/05;73;258;41;;;;;;0;TPC-W
207;35;30/08/10;86;268;41;;;;;;0;TPC-W
207;35;30/08/10;38;242;81;;;;;;0;TPC-W
208;26;12/04/05;62;382;157;;;;;;0;TPC-W
209;25;07/01/09;36;382;88;;;;;;0;TPC-W
210;25;07/01/05;12;192;169;;;;;;0;TPC-W
210;25;07/01/05;38;397;66;;;;;;0;TPC-W
210;25;07/01/05;54;300;99;;;;;;0;TPC-W
211;25;07/01/06;75;264;84;;;;;;0;TPC-W
211;25;07/01/06;59;325;155;;;;;;0;TPC-W
212;12;22/02/10;53;166;190;;;;;;0;TPC-W
213;26;26/02/07;31;155;150;;;;;;0;TPC-W
214;32;26/08/05;102;374;105;;;;;;0;TPC-W
214;32;26/08/05;23;112;101;;;;;;0;TPC-W
214;32;26/08/05;41;342;70;;;;;;0;TPC-W
215;3;14/10/09;100;112;85;;;;;;0;TPC-W
216;3;14/10/08;63;389;139;;;;;;0;TPC-W
217;4;16/02/09;28;349;69;;;;;;0;TPC-W
218;3;14/10/07;77;246;146;;;;;;0;TPC-W
219;32;26/08/09;15;347;44;;;;;;0;TPC-W
220;26;26/02/09;58;261;152;;;;;;0;TPC-W
220;26;26/02/09;60;252;182;;;;;;0;TPC-W
221;26;26/02/08;77;100;176;;;;;;0;TPC-W
221;26;26/02/08;60;297;57;;;;;;0;TPC-W
221;26;26/02/08;79;249;126;;;;;;0;TPC-W
222;21;08/01/09;38;142;105;;;;;;0;TPC-W
223;33;16/07/09;34;132;145;;;;;;0;TPC-W
224;33;16/07/08;92;213;82;;;;;;0;TPC-W
225;4;22/09/10;84;337;159;;;;;;0;TPC-W
225;4;22/09/10;67;268;13;;;;;;0;TPC-W
226;31;06/01/09;66;298;197;;;;;;0;TPC-W
227;16;28/07/07;91;178;64;;;;;;0;TPC-W
227;16;28/07/07;94;272;41;;;;;;0;TPC-W
228;20;20/02/08;38;165;143;;;;;;0;TPC-W
229;7;02/12/08;95;119;112;;;;;;0;TPC-W
229;7;02/12/08;54;250;48;;;;;;0;TPC-W
230;7;08/06/10;30;363;111;;;;;;0;TPC-W
231;11;19/08/09;14;391;193;;;;;;0;TPC-W
231;11;19/08/09;52;334;31;;;;;;0;TPC-W
232;7;02/12/09;19;126;69;;;;;;0;TPC-W
233;16;28/07/09;76;329;117;;;;;;0;TPC-W
234;16;28/07/08;103;159;64;;;;;;0;TPC-W
234;16;28/07/08;88;301;67;;;;;;0;TPC-W
234;16;28/07/08;12;159;171;;;;;;0;TPC-W
235;20;20/02/05;89;379;41;;;;;;0;TPC-W
235;20;20/02/05;18;400;161;;;;;;0;TPC-W
235;20;20/02/05;33;209;33;;;;;;0;TPC-W
236;23;15/05/06;91;152;158;;;;;;0;TPC-W
236;23;15/05/06;60;395;28;;;;;;0;TPC-W
236;23;15/05/06;92;186;127;;;;;;0;TPC-W
237;23;15/05/05;87;323;64;;;;;;0;TPC-W
238;29;31/12/06;102;277;167;;;;;;0;TPC-W
239;29;31/12/05;18;122;165;;;;;;0;TPC-W
240;38;17/10/09;101;249;188;;;;;;0;TPC-W
241;14;28/02/09;22;385;109;;;;;;0;TPC-W
242;16;11/04/08;6;222;179;;;;;;0;TPC-W
242;16;11/04/08;105;136;62;;;;;;0;TPC-W
243;7;02/12/05;5;305;28;;;;;;0;TPC-W
244;11;10/12/09;18;157;90;;;;;;0;TPC-W
245;4;16/02/07;64;374;184;;;;;;0;TPC-W
245;4;16/02/07;52;163;48;;;;;;0;TPC-W
246;35;11/09/06;97;387;35;;;;;;0;TPC-W
247;35;11/09/07;70;297;52;;;;;;0;TPC-W
247;35;11/09/07;58;356;85;;;;;;0;TPC-W
248;11;10/12/05;60;167;137;;;;;;0;TPC-W
248;11;10/12/05;26;147;196;;;;;;0;TPC-W
249;35;11/09/05;49;275;167;;;;;;0;TPC-W
249;35;11/09/05;45;127;35;;;;;;0;TPC-W
250;27;04/12/10;85;271;164;;;;;;0;TPC-W
250;27;04/12/10;40;239;166;;;;;;0;TPC-W
251;38;22/05/10;6;212;77;;;;;;0;TPC-W
252;25;10/06/10;58;187;173;;;;;;0;TPC-W
253;32;13/05/10;15;323;18;;;;;;0;TPC-W
253;32;13/05/10;104;147;103;;;;;;0;TPC-W
254;3;02/09/10;89;400;121;;;;;;0;TPC-W
255;19;20/05/09;87;101;158;;;;;;0;TPC-W
255;19;20/05/09;53;157;190;;;;;;0;TPC-W
255;19;20/05/09;14;324;77;;;;;;0;TPC-W
256;3;22/01/08;24;290;164;;;;;;0;TPC-W
257;19;30/12/07;91;295;177;;;;;;0;TPC-W
258;12;04/03/09;33;255;27;;;;;;0;TPC-W
258;12;04/03/09;24;287;53;;;;;;0;TPC-W
259;19;30/12/06;70;304;127;;;;;;0;TPC-W
260;12;07/04/08;29;276;139;;;;;;0;TPC-W
261;20;20/06/07;85;244;37;;;;;;0;TPC-W
262;20;20/06/06;45;348;115;;;;;;0;TPC-W
262;20;20/06/06;92;106;166;;;;;;0;TPC-W
263;20;20/11/06;65;163;138;;;;;;0;TPC-W
264;17;27/10/09;21;321;102;;;;;;0;TPC-W
264;17;27/10/09;10;261;105;;;;;;0;TPC-W
265;17;27/10/08;61;299;98;;;;;;0;TPC-W
265;17;27/10/08;97;219;119;;;;;;0;TPC-W
265;17;27/10/08;55;283;133;;;;;;0;TPC-W
266;26;03/05/10;15;249;10;;;;;;0;TPC-W
266;26;03/05/10;58;369;167;;;;;;0;TPC-W
267;20;20/06/08;68;162;151;;;;;;0;TPC-W
268;26;21/12/09;39;154;32;;;;;;0;TPC-W
269;26;21/12/08;78;342;149;;;;;;0;TPC-W
269;26;21/12/08;64;172;143;;;;;;0;TPC-W
270;7;27/06/07;10;156;70;;;;;;0;TPC-W
270;7;27/06/07;42;373;45;;;;;;0;TPC-W
271;36;19/10/09;7;322;200;;;;;;0;TPC-W
272;36;19/10/08;5;115;31;;;;;;0;TPC-W
273;36;19/10/06;100;348;72;;;;;;0;TPC-W
273;36;19/10/06;77;287;181;;;;;;0;TPC-W
273;36;19/10/06;45;271;163;;;;;;0;TPC-W
274;7;27/06/08;99;310;175;;;;;;0;TPC-W
275;26;21/12/05;61;371;176;;;;;;0;TPC-W
275;26;21/12/05;16;143;120;;;;;;0;TPC-W
276;26;21/12/07;52;300;36;;;;;;0;TPC-W
276;26;21/12/07;13;284;112;;;;;;0;TPC-W
276;26;21/12/07;86;339;170;;;;;;0;TPC-W
277;3;28/02/08;93;248;142;;;;;;0;TPC-W
278;5;04/12/06;74;119;64;;;;;;0;TPC-W
278;5;04/12/06;25;156;70;;;;;;0;TPC-W
279;3;28/02/05;40;164;106;;;;;;0;TPC-W
280;3;28/02/07;68;116;172;;;;;;0;TPC-W
280;3;28/02/07;44;246;84;;;;;;0;TPC-W
281;3;28/02/06;93;331;192;;;;;;0;TPC-W
282;22;12/11/08;94;159;163;;;;;;0;TPC-W
282;22;12/11/08;96;156;21;;;;;;0;TPC-W
283;22;12/11/09;82;136;151;;;;;;0;TPC-W
283;22;12/11/09;61;237;118;;;;;;0;TPC-W
284;2;23/05/07;76;214;46;;;;;;0;TPC-W
285;8;04/10/05;70;312;124;;;;;;0;TPC-W
286;32;29/07/08;84;308;85;;;;;;0;TPC-W
286;32;29/07/08;3;154;129;;;;;;0;TPC-W
286;32;29/07/08;49;169;44;;;;;;0;TPC-W
286;32;29/07/08;42;174;127;;;;;;0;TPC-W
287;15;09/12/06;76;170;198;;;;;;0;TPC-W
287;15;09/12/06;87;308;56;;;;;;0;TPC-W
287;15;09/12/06;20;106;37;;;;;;0;TPC-W
288;15;09/12/09;61;175;184;;;;;;0;TPC-W
288;15;09/12/09;56;362;143;;;;;;0;TPC-W
288;15;09/12/09;34;377;113;;;;;;0;TPC-W
289;15;09/12/08;104;217;159;;;;;;0;TPC-W
290;32;29/07/05;7;227;105;;;;;;0;TPC-W
291;22;12/11/05;20;282;149;;;;;;0;TPC-W
292;22;12/11/06;32;195;96;;;;;;0;TPC-W
292;22;12/11/06;41;271;152;;;;;;0;TPC-W
293;22;12/11/07;58;307;165;;;;;;0;TPC-W
294;39;13/03/08;91;248;64;;;;;;0;TPC-W
294;39;13/03/08;79;114;168;;;;;;0;TPC-W
294;39;13/03/08;78;194;91;;;;;;0;TPC-W
294;39;13/03/08;9;305;111;;;;;;0;TPC-W
